age,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
45,No,non_travel,sales,26,3,marketing,1612,1,Male,52,2,2,sales_executive,1.0,married,4385.0,1,No,15,3,1,1,10,2.0,3,10,7,4,5.0
31,No,frequently,sales,2,4,other,1613,4,Male,54,3,2,sales_executive,1.0,Desconocido,5332.0,7,No,13,3,4,0,10,3.0,3,5,2,0,3.0
36,No,rarely,research_&_development,12,4,life_sciences,1614,3,Female,76,3,2,manufacturing_director,3.0,married,4663.0,9,Yes,12,3,2,2,7,2.0,3,3,2,1,4.068783068783069
34,No,rarely,research_&_development,10,4,life_sciences,1615,3,Male,42,4,2,manufacturing_director,4.0,divorced,4724.0,1,No,13,3,1,1,9,3.0,3,9,7,7,2.0
49,No,rarely,research_&_development,25,4,life_sciences,1617,3,Female,84,3,1,laboratory_technician,1.0,married,3211.0,1,No,14,3,4,1,10,3.0,2,9,6,1,4.0
39,No,rarely,research_&_development,10,5,medical,1618,2,Male,76,3,2,manufacturing_director,1.0,married,5377.0,2,No,13,3,4,3,10,3.0,3,7,7,7,7.0
27,No,rarely,research_&_development,19,3,other,1619,4,Male,67,2,1,laboratory_technician,3.0,divorced,4066.0,1,No,11,3,1,2,7,3.0,3,7,7,0,7.0
35,No,rarely,research_&_development,18,5,life_sciences,1621,2,Male,48,4,2,research_scientist,1.0,Desconocido,5208.0,1,No,11,3,4,0,16,2.0,3,16,15,1,10.0
28,No,rarely,research_&_development,27,3,medical,1622,2,Female,39,1,2,manufacturing_director,1.0,divorced,4877.0,0,No,21,4,2,1,6,5.0,2,5,3,0,0.0
21,No,rarely,research_&_development,5,1,medical,1623,3,Male,97,3,1,research_scientist,4.0,single,3117.0,1,No,18,3,3,0,3,2.0,3,2,2,2,2.0
18,Yes,frequently,sales,3,2,medical,1624,2,Female,70,3,1,sales_representative,4.0,single,1569.0,1,Yes,12,3,3,0,0,2.0,4,0,0,0,0.0
47,No,rarely,human_resources,26,4,life_sciences,1625,4,Female,98,3,5,manager,3.0,married,19658.0,3,No,11,3,3,1,27,2.0,3,5,2,1,0.0
39,No,rarely,research_&_development,3,2,medical,1627,3,Male,76,2,2,laboratory_technician,3.0,divorced,3069.0,0,No,15,3,4,1,11,3.0,3,10,8,0,7.0
40,No,rarely,research_&_development,15,3,life_sciences,1628,1,Female,80,2,3,manufacturing_director,3.0,Desconocido,10435.0,1,No,13,3,4,2,18,2.0,3,18,15,14,12.0
35,No,non_travel,research_&_development,8,4,life_sciences,1630,3,Female,52,3,2,healthcare_representative,3.0,married,4148.0,1,No,12,3,4,1,15,5.0,3,14,11,2,9.0
37,No,rarely,research_&_development,19,3,life_sciences,1631,3,Male,85,3,2,manufacturing_director,3.0,married,5768.0,3,No,17,3,1,3,9,2.0,2,4,3,0,2.0
39,No,frequently,research_&_development,4,3,medical,1633,1,Female,81,3,2,manufacturing_director,3.0,single,5042.0,0,No,13,3,4,0,10,2.0,1,9,2,3,4.068783068783069
45,No,rarely,research_&_development,2,2,other,1635,4,Female,59,2,2,manufacturing_director,4.0,divorced,5770.0,1,No,19,3,1,2,10,3.0,3,10,7,3,9.0
38,No,rarely,research_&_development,2,2,medical,1638,4,Female,54,2,3,manufacturing_director,3.0,married,7756.0,3,Yes,19,3,4,1,10,6.0,4,5,4,0,2.0
35,Yes,rarely,sales,10,3,medical,1639,4,Male,55,2,3,sales_executive,1.0,married,10306.0,9,No,17,3,3,0,15,3.0,3,13,12,6,0.0
37,No,rarely,research_&_development,10,3,medical,1640,2,Female,71,3,1,research_scientist,2.0,married,3936.0,1,No,11,3,1,1,8,2.0,1,8,4,7,7.0
40,No,rarely,research_&_development,16,3,other,1641,3,Female,84,3,3,manufacturing_director,4.0,single,7945.0,6,Yes,15,3,4,0,18,2.0,2,4,2,3,3.0
44,No,rarely,human_resources,1,5,other,1642,1,Male,37,3,2,human_resources,4.0,married,5743.0,4,Yes,11,3,3,0,14,3.0,3,10,7,0,2.0
48,No,frequently,research_&_development,4,5,medical,1644,3,Male,89,2,4,manager,4.0,married,15202.0,2,No,25,4,2,1,23,3.0,3,2,2,2,2.0
35,Yes,rarely,sales,15,2,medical,1645,1,Male,59,1,2,sales_executive,4.0,divorced,5440.0,6,Yes,14,3,4,2,7,2.0,2,2,2,2,2.0
36,No,frequently,research_&_development,2,1,technical_degree,1646,1,Female,32,3,1,research_scientist,4.0,single,3760.0,1,Yes,13,3,3,0,6,2.0,3,6,3,1,3.0
27,No,rarely,research_&_development,8,3,medical,1647,2,Female,86,4,1,research_scientist,3.0,married,3517.0,7,No,17,3,1,0,5,3.0,3,3,2,0,2.0
27,No,frequently,research_&_development,2,3,medical,1648,4,Male,87,3,1,research_scientist,4.0,single,2580.0,2,No,13,3,3,0,6,0.0,2,4,2,1,2.0
40,Yes,rarely,research_&_development,7,3,life_sciences,1649,1,Male,73,3,1,laboratory_technician,1.0,Desconocido,2166.0,3,Yes,14,3,2,0,10,3.0,1,4,2,0,3.0
36,No,rarely,sales,10,3,medical,1650,3,Male,42,2,2,sales_executive,3.0,single,5869.0,9,No,11,3,3,0,8,2.0,3,5,2,1,4.0
36,No,rarely,research_&_development,5,4,life_sciences,1651,2,Female,42,3,3,healthcare_representative,1.0,Desconocido,8008.0,4,No,12,3,3,2,9,6.0,3,3,2,0,2.0
25,No,frequently,research_&_development,2,1,life_sciences,1653,4,Male,77,4,2,manufacturing_director,3.0,divorced,5206.0,1,No,17,3,3,2,7,6.0,3,7,7,0,4.068783068783069
39,No,rarely,research_&_development,12,3,medical,1654,4,Male,66,3,2,manufacturing_director,2.0,married,5295.0,4,No,21,4,3,0,7,3.0,3,5,4,1,0.0
49,No,rarely,research_&_development,22,4,other,1655,1,Female,72,3,4,research_director,2.0,married,16413.0,3,No,16,3,2,2,27,2.0,3,4,2,1,2.0
50,No,rarely,research_&_development,17,5,life_sciences,1656,4,Female,50,2,3,research_director,1.0,divorced,13269.0,5,No,15,3,3,3,19,3.0,3,14,11,1,11.0
20,No,rarely,sales,2,3,medical,1657,3,Female,31,3,1,sales_representative,3.0,single,2783.0,1,No,19,3,1,0,2,3.0,3,2,2,2,2.0
34,No,rarely,research_&_development,3,3,life_sciences,1658,4,Female,66,3,2,research_scientist,2.0,divorced,5433.0,1,No,12,3,3,1,11,2.0,3,11,8,7,9.0
36,No,rarely,research_&_development,7,3,life_sciences,1659,1,Male,77,3,1,laboratory_technician,2.0,single,2013.0,2,No,11,3,3,0,15,4.0,3,4,3,1,3.0
49,No,rarely,research_&_development,6,1,life_sciences,1661,3,Female,41,2,4,healthcare_representative,3.0,married,13966.0,2,Yes,19,3,2,1,30,3.0,3,15,11,2,12.0
36,No,non_travel,research_&_development,1,4,medical,1662,4,Female,33,2,2,manufacturing_director,3.0,married,4374.0,0,No,15,3,3,0,4,6.0,3,3,2,1,2.0
36,No,rarely,research_&_development,3,2,life_sciences,1664,4,Male,79,4,2,healthcare_representative,1.0,divorced,6842.0,6,No,20,4,1,1,13,3.0,3,5,4,0,4.0
54,No,rarely,research_&_development,22,5,medical,1665,2,Female,91,3,4,manager,3.0,married,17426.0,3,No,25,4,3,1,36,3.0,3,10,8,4,7.0
43,No,rarely,research_&_development,15,2,life_sciences,1666,3,Male,65,2,4,research_director,3.0,married,17603.0,1,No,24,4,1,1,14,3.0,3,14,10,6,11.0
35,Yes,frequently,sales,12,4,other,1667,4,Male,36,3,2,sales_executive,4.0,single,4581.0,3,Yes,24,4,1,0,13,2.0,4,11,9,6,7.0
36,No,frequently,research_&_development,1,3,life_sciences,1668,4,Male,90,3,2,research_scientist,4.0,married,4735.0,7,No,15,3,4,2,19,4.0,4,13,11,2,9.0
29,No,rarely,sales,5,3,medical,1669,1,Male,43,2,2,sales_executive,2.0,divorced,4187.0,1,Yes,13,3,2,1,10,3.0,2,10,0,0,9.0
36,No,rarely,sales,2,4,medical,1670,4,Male,93,3,2,sales_executive,4.0,divorced,5505.0,1,No,14,3,3,2,6,3.0,3,6,2,0,4.0
32,No,rarely,research_&_development,2,3,medical,1671,4,Male,45,3,2,research_scientist,2.0,divorced,5470.0,0,No,13,3,3,2,10,4.0,2,9,5,1,6.0
31,No,rarely,sales,5,4,life_sciences,1673,1,Female,67,3,2,sales_executive,4.0,married,5476.0,1,No,11,3,1,2,10,2.0,3,10,0,0,2.0
49,No,rarely,research_&_development,16,3,medical,1674,4,Female,74,3,1,laboratory_technician,1.0,divorced,2587.0,4,Yes,16,3,2,1,17,2.0,2,2,2,2,2.0
38,No,frequently,research_&_development,2,3,medical,1675,4,Female,42,2,1,laboratory_technician,2.0,single,2440.0,1,No,22,4,2,0,4,3.0,3,4,3,3,3.0
47,No,rarely,sales,2,4,life_sciences,1676,2,Female,47,4,4,manager,2.0,divorced,15972.0,6,No,14,3,3,3,29,3.0,3,3,2,1,4.068783068783069
49,No,rarely,research_&_development,1,3,life_sciences,1677,3,Male,36,3,4,manager,3.0,single,15379.0,4,No,14,3,1,0,23,2.0,3,8,7,0,0.0
41,No,rarely,sales,23,2,life_sciences,1678,4,Male,80,3,3,sales_executive,3.0,single,7082.0,3,Yes,16,3,4,0,21,2.0,3,2,0,0,2.0
20,No,rarely,sales,9,1,life_sciences,1680,4,Male,54,3,1,sales_representative,1.0,single,2728.0,1,No,11,3,1,0,2,3.0,3,2,2,0,2.0
33,No,non_travel,sales,16,3,life_sciences,1681,3,Female,36,3,2,sales_executive,4.0,divorced,5368.0,1,Yes,25,4,3,1,7,2.0,3,6,5,1,2.0
36,No,rarely,research_&_development,26,4,life_sciences,1682,1,Male,80,3,2,healthcare_representative,3.0,married,5347.0,6,No,14,3,2,2,10,2.0,2,3,2,0,4.068783068783069
44,No,rarely,human_resources,1,3,life_sciences,1683,3,Female,44,3,1,human_resources,4.0,divorced,3195.0,4,Yes,18,3,1,3,8,2.0,3,2,2,2,2.0
23,Yes,rarely,research_&_development,8,1,medical,1684,4,Male,93,2,1,laboratory_technician,3.0,single,3989.0,1,Yes,11,3,1,0,5,2.0,3,5,4,1,2.0
38,No,rarely,research_&_development,4,2,medical,1687,4,Female,87,3,1,laboratory_technician,3.0,married,3306.0,7,No,19,3,4,1,7,5.0,2,0,0,0,0.0
53,No,rarely,research_&_development,24,4,medical,1689,2,Male,48,4,3,healthcare_representative,4.0,married,7005.0,3,No,15,3,3,0,11,2.0,3,4,3,1,2.0
36,Yes,frequently,sales,7,2,medical,1691,4,Female,95,3,1,sales_representative,3.0,Desconocido,2655.0,2,Yes,11,3,3,2,19,3.0,3,9,7,7,7.0
32,Yes,rarely,research_&_development,2,4,life_sciences,1692,4,Male,95,3,1,laboratory_technician,2.0,single,1393.0,1,No,12,3,1,0,1,2.0,3,1,0,0,0.0
26,No,non_travel,research_&_development,7,3,medical,1693,4,Male,76,3,1,laboratory_technician,4.0,single,2570.0,1,No,20,4,3,0,7,5.0,3,7,7,5,7.0
55,No,rarely,research_&_development,22,3,other,1694,1,Male,94,2,1,research_scientist,2.0,divorced,3537.0,5,No,12,3,4,1,8,1.0,3,4,2,1,2.0
34,No,rarely,research_&_development,5,2,medical,1696,2,Male,57,2,2,laboratory_technician,4.0,married,3986.0,1,No,14,3,3,1,15,3.0,4,15,10,4,13.0
60,No,rarely,research_&_development,1,4,medical,1697,3,Male,92,1,3,healthcare_representative,4.0,divorced,10883.0,3,No,20,4,3,1,19,2.0,4,1,0,0,0.0
33,No,rarely,research_&_development,21,3,other,1698,2,Male,79,4,1,laboratory_technician,2.0,married,2028.0,1,No,18,3,4,3,14,6.0,3,14,11,2,13.0
37,No,frequently,sales,1,4,medical,1700,3,Male,31,1,2,sales_executive,4.0,divorced,9525.0,1,No,14,3,3,2,6,2.0,2,6,3,1,3.0
34,No,rarely,research_&_development,19,3,life_sciences,1701,2,Female,35,2,1,research_scientist,4.0,married,2929.0,1,No,12,3,2,0,10,3.0,3,10,9,8,7.0
23,Yes,rarely,sales,7,3,life_sciences,1702,3,Male,99,3,1,sales_representative,4.0,divorced,2275.0,1,Yes,21,4,2,1,3,2.0,3,3,2,0,4.068783068783069
44,No,rarely,research_&_development,2,3,life_sciences,1703,3,Female,96,4,3,healthcare_representative,4.0,married,7879.0,1,Yes,19,3,2,1,9,2.0,3,8,7,6,7.0
35,No,frequently,research_&_development,2,4,medical,1704,1,Male,79,2,1,research_scientist,4.0,single,4930.0,0,Yes,14,3,3,0,6,2.0,4,5,4,1,4.0
43,No,rarely,sales,2,3,medical,1706,4,Male,73,3,2,sales_executive,4.0,married,7847.0,1,Yes,17,3,1,1,10,3.0,3,10,9,8,8.0
24,No,rarely,research_&_development,9,3,medical,1707,3,Male,62,4,1,research_scientist,3.0,married,4401.0,1,No,16,3,4,1,5,1.0,3,5,3,0,4.0
41,No,rarely,sales,6,3,marketing,1708,4,Male,35,3,3,sales_executive,3.0,single,9241.0,1,No,12,3,2,0,10,3.0,3,10,8,8,7.0
29,No,rarely,research_&_development,9,4,medical,1709,4,Female,43,3,1,laboratory_technician,3.0,married,2974.0,9,No,17,3,3,1,9,2.0,3,5,3,1,2.0
36,No,rarely,sales,2,4,life_sciences,1710,3,Female,51,3,2,sales_representative,4.0,single,4502.0,3,No,15,3,3,0,17,2.0,2,13,7,6,7.0
45,No,non_travel,research_&_development,1,1,life_sciences,1712,3,Male,74,2,3,healthcare_representative,3.0,married,10748.0,3,No,23,4,4,1,25,3.0,2,23,15,14,4.0
24,Yes,rarely,human_resources,22,1,human_resources,1714,4,Male,58,1,1,human_resources,3.0,married,1555.0,1,No,11,3,3,1,1,2.0,3,1,0,0,0.0
47,Yes,frequently,sales,9,3,life_sciences,1716,3,Male,82,1,4,sales_executive,3.0,married,12936.0,7,No,11,3,3,0,25,3.0,1,23,5,14,4.068783068783069
26,No,rarely,research_&_development,17,4,medical,1718,4,Male,62,1,1,laboratory_technician,3.0,married,2305.0,1,No,15,3,3,3,3,3.0,4,3,2,0,2.0
45,No,rarely,research_&_development,28,2,technical_degree,1719,4,Female,48,2,4,research_director,2.0,single,16704.0,1,No,11,3,3,0,21,2.0,3,21,6,8,6.0
32,No,frequently,research_&_development,10,3,life_sciences,1720,1,Male,56,3,1,research_scientist,3.0,married,3433.0,6,No,13,3,1,1,10,3.0,2,5,2,1,3.0
31,No,rarely,research_&_development,2,4,life_sciences,1721,2,Male,69,3,1,laboratory_technician,3.0,married,3477.0,1,No,14,3,4,1,6,2.0,4,5,2,0,3.0
41,No,non_travel,human_resources,4,3,human_resources,1722,3,Male,60,1,2,human_resources,2.0,Desconocido,6430.0,6,No,19,3,2,1,10,4.0,3,3,2,1,2.0
40,No,rarely,research_&_development,8,2,life_sciences,1724,2,Female,92,3,2,manufacturing_director,1.0,married,6516.0,2,Yes,16,3,2,1,18,3.0,3,1,0,0,0.0
36,No,rarely,research_&_development,29,1,medical,1725,2,Male,91,3,1,laboratory_technician,1.0,divorced,3907.0,1,No,13,3,2,3,6,2.0,4,6,2,1,2.0
46,No,rarely,research_&_development,13,4,other,1727,3,Male,34,3,2,healthcare_representative,2.0,single,5562.0,6,No,14,3,4,0,19,3.0,3,10,7,0,9.0
35,No,rarely,research_&_development,27,4,life_sciences,1728,4,Male,49,3,2,manufacturing_director,3.0,married,6883.0,2,No,16,3,2,1,17,3.0,3,7,7,0,4.068783068783069
30,No,rarely,research_&_development,16,1,life_sciences,1729,2,Male,33,3,1,research_scientist,4.0,married,2862.0,1,No,12,3,2,1,10,3.0,2,10,0,0,8.0
47,No,non_travel,sales,2,4,marketing,1731,3,Male,87,3,2,sales_executive,3.0,married,4978.0,7,No,11,3,4,1,4,3.0,1,1,0,0,0.0
46,No,rarely,sales,2,3,life_sciences,1732,3,Male,74,3,3,sales_executive,4.0,divorced,10368.0,4,Yes,12,3,2,1,13,5.0,2,10,6,0,3.0
36,Yes,rarely,sales,13,5,marketing,1733,2,Male,96,2,2,sales_executive,1.0,divorced,6134.0,5,Yes,13,3,2,3,16,3.0,3,2,2,2,2.0
32,Yes,rarely,sales,1,2,life_sciences,1734,1,Male,34,1,2,sales_executive,2.0,single,6735.0,6,No,15,3,2,0,10,2.0,3,0,0,0,4.068783068783069
23,No,rarely,research_&_development,4,1,medical,1735,3,Female,51,3,1,laboratory_technician,2.0,single,3295.0,1,No,13,3,3,0,3,3.0,1,3,2,1,2.0
31,No,frequently,research_&_development,24,1,technical_degree,1736,4,Female,30,3,2,manufacturing_director,4.0,single,5238.0,2,No,20,4,4,0,9,3.0,2,5,4,1,4.0
39,No,non_travel,research_&_development,1,3,life_sciences,1737,4,Male,77,3,2,laboratory_technician,4.0,married,6472.0,1,Yes,15,3,4,1,9,2.0,3,9,8,5,8.0
32,No,rarely,sales,19,3,life_sciences,1739,4,Male,80,1,3,sales_executive,3.0,married,9610.0,3,No,13,3,3,1,10,2.0,1,4,3,0,2.0
40,No,rarely,sales,7,4,medical,1740,2,Male,88,3,5,manager,2.0,single,19833.0,1,No,14,3,2,0,21,3.0,2,21,8,12,8.0
45,No,rarely,human_resources,4,3,life_sciences,1744,3,Female,56,1,3,human_resources,3.0,married,9756.0,4,No,21,4,3,2,9,2.0,4,5,0,0,3.0
30,No,frequently,research_&_development,2,4,technical_degree,1745,4,Female,78,2,1,research_scientist,1.0,single,4968.0,0,No,16,3,4,0,10,2.0,3,9,7,0,7.0
24,No,frequently,human_resources,10,3,medical,1746,1,Male,59,3,1,human_resources,4.0,married,2145.0,0,No,14,3,4,1,3,2.0,3,2,2,2,1.0
30,Yes,frequently,human_resources,8,3,human_resources,1747,3,Female,66,2,1,human_resources,4.0,divorced,2180.0,6,No,11,3,3,1,6,0.0,2,4,2,1,2.0
31,No,rarely,sales,5,3,technical_degree,1749,1,Male,51,3,2,sales_executive,3.0,married,8346.0,1,No,19,3,3,1,6,3.0,3,5,2,0,2.0
27,No,rarely,research_&_development,8,3,medical,1751,3,Female,67,3,1,research_scientist,4.0,single,3445.0,1,No,11,3,3,0,6,5.0,2,6,2,1,4.068783068783069
29,Yes,rarely,sales,9,3,marketing,1752,2,Female,52,1,1,sales_representative,2.0,single,4907.0,1,No,13,3,3,0,2,3.0,3,2,2,2,4.068783068783069
29,No,frequently,research_&_development,1,3,life_sciences,1753,4,Male,70,4,2,healthcare_representative,3.0,single,6294.0,8,Yes,12,3,4,0,10,5.0,4,3,2,0,2.0
30,No,rarely,sales,15,2,marketing,1754,3,Male,94,2,3,sales_executive,1.0,divorced,7140.0,2,No,11,3,1,1,12,2.0,3,7,7,1,7.0
34,No,rarely,research_&_development,2,4,medical,1755,4,Male,97,4,1,research_scientist,4.0,married,2932.0,0,Yes,14,3,1,3,6,3.0,3,5,0,1,2.0
33,No,non_travel,sales,2,3,marketing,1756,4,Female,62,3,2,sales_executive,2.0,single,5147.0,8,No,15,3,4,0,13,2.0,2,11,7,1,7.0
49,No,rarely,sales,11,4,marketing,1757,4,Female,80,3,2,sales_executive,4.0,single,4507.0,3,No,12,3,3,0,8,1.0,4,5,1,0,4.0
33,Yes,rarely,sales,16,3,life_sciences,1758,1,Female,74,3,3,sales_executive,1.0,single,8564.0,2,Yes,20,4,3,0,11,2.0,2,0,0,0,0.0
38,No,frequently,research_&_development,2,2,medical,1760,3,Female,75,2,1,laboratory_technician,2.0,married,2468.0,4,No,14,3,2,1,9,4.0,2,6,1,0,5.0
31,Yes,rarely,sales,16,4,marketing,1761,1,Male,70,3,3,sales_executive,3.0,married,8161.0,2,No,13,3,1,3,10,2.0,3,1,0,0,0.0
29,No,rarely,research_&_development,4,3,technical_degree,1762,4,Female,91,2,1,research_scientist,1.0,Desconocido,2109.0,1,No,13,3,3,1,1,2.0,3,1,0,0,0.0
30,No,rarely,research_&_development,16,3,life_sciences,1763,3,Male,58,4,2,healthcare_representative,3.0,married,5294.0,3,No,16,3,3,1,10,3.0,3,7,0,1,7.0
32,No,non_travel,research_&_development,5,4,technical_degree,1764,2,Male,65,3,1,research_scientist,2.0,single,2718.0,2,No,14,3,2,0,12,3.0,3,7,7,0,7.0
38,No,rarely,research_&_development,18,3,medical,1766,2,Male,60,1,2,healthcare_representative,4.0,married,5811.0,3,Yes,16,3,3,1,15,2.0,3,1,0,1,0.0
43,Yes,frequently,research_&_development,17,3,technical_degree,1767,3,Male,38,2,1,research_scientist,3.0,married,2437.0,9,Yes,16,3,4,1,6,4.0,3,1,0,0,0.0
42,No,rarely,research_&_development,12,3,medical,1768,2,Male,57,3,1,laboratory_technician,2.0,divorced,2766.0,8,No,22,4,2,3,7,6.0,2,5,3,0,4.0
55,No,rarely,research_&_development,2,3,medical,1770,3,Male,60,2,5,research_director,1.0,married,19038.0,8,No,12,3,2,3,34,2.0,3,1,0,0,0.0
33,No,non_travel,research_&_development,4,3,technical_degree,1771,4,Male,90,3,2,research_scientist,2.0,divorced,3055.0,5,No,15,3,4,2,11,2.0,2,9,8,1,7.0
41,No,rarely,research_&_development,9,4,life_sciences,1772,3,Male,94,3,1,laboratory_technician,1.0,divorced,2289.0,1,No,20,4,2,2,5,2.0,3,5,3,0,4.0
34,No,non_travel,sales,10,3,life_sciences,1774,4,Male,87,3,2,sales_executive,3.0,divorced,4001.0,1,Yes,14,3,3,1,15,3.0,3,15,14,0,7.0
53,No,non_travel,research_&_development,1,4,medical,1775,1,Female,60,2,4,manufacturing_director,3.0,married,12965.0,4,Yes,20,4,4,3,27,2.0,2,3,2,0,2.0
43,No,rarely,human_resources,2,3,life_sciences,1778,2,Male,97,3,1,human_resources,4.0,single,3539.0,0,No,13,3,2,0,10,5.0,3,9,7,1,8.0
34,No,rarely,sales,3,2,life_sciences,1779,4,Female,32,1,2,sales_executive,4.0,single,6029.0,5,No,12,3,1,0,6,3.0,3,2,2,2,2.0
36,Yes,rarely,sales,7,1,marketing,1780,2,Male,31,3,1,sales_representative,2.0,single,2679.0,1,No,13,3,2,0,1,3.0,3,1,0,1,0.0
38,No,rarely,research_&_development,6,2,other,1782,4,Female,40,2,1,laboratory_technician,3.0,married,3702.0,1,No,11,3,2,1,5,3.0,3,5,4,0,4.0
22,Yes,rarely,research_&_development,8,1,medical,1783,3,Female,79,3,1,laboratory_technician,1.0,married,2398.0,1,Yes,17,3,3,0,1,6.0,3,1,0,0,0.0
31,No,rarely,sales,29,4,other,1784,1,Female,91,2,2,sales_executive,4.0,married,5468.0,1,No,14,3,1,2,13,3.0,3,12,7,5,7.0
51,No,rarely,research_&_development,3,3,technical_degree,1786,1,Female,53,3,3,manager,3.0,married,13116.0,2,No,11,3,4,0,15,2.0,3,2,2,2,2.0
37,No,rarely,sales,9,2,marketing,1787,2,Male,46,2,2,sales_executive,2.0,married,4189.0,1,No,14,3,1,2,5,2.0,3,5,2,0,3.0
46,No,rarely,research_&_development,2,4,medical,1789,3,Male,46,3,5,research_director,4.0,divorced,19328.0,7,Yes,17,3,3,1,24,3.0,3,2,1,2,2.0
36,No,rarely,research_&_development,10,3,life_sciences,1790,4,Male,90,3,3,healthcare_representative,1.0,married,8321.0,7,Yes,13,3,4,1,15,1.0,3,12,8,5,7.0
44,Yes,frequently,research_&_development,1,2,medical,1792,3,Male,99,3,1,research_scientist,2.0,divorced,2342.0,1,Yes,12,3,3,3,6,2.0,2,5,3,2,3.0
37,No,rarely,human_resources,8,2,other,1794,3,Male,89,3,2,human_resources,2.0,divorced,4071.0,2,No,13,3,3,0,19,4.0,2,10,0,4,7.0
35,Yes,rarely,sales,27,3,life_sciences,1797,3,Male,84,3,2,sales_executive,4.0,single,5813.0,1,Yes,18,3,4,0,10,2.0,3,10,7,7,7.0
33,No,rarely,research_&_development,8,4,life_sciences,1798,4,Male,90,4,1,research_scientist,1.0,married,3143.0,6,No,19,3,2,1,14,1.0,3,10,8,7,6.0
28,No,rarely,research_&_development,1,3,life_sciences,1799,3,Male,82,3,1,research_scientist,4.0,married,2044.0,1,No,11,3,3,1,5,6.0,4,5,3,0,3.0
39,No,rarely,research_&_development,10,1,medical,1800,3,Male,65,3,3,research_director,3.0,single,13464.0,7,No,21,4,3,0,9,3.0,3,4,3,2,2.0
46,No,non_travel,sales,26,2,life_sciences,1801,2,Male,98,2,2,sales_executive,2.0,single,7991.0,8,No,15,3,3,0,6,3.0,3,2,2,2,2.0
40,No,rarely,research_&_development,2,2,life_sciences,1802,3,Female,99,3,1,laboratory_technician,1.0,Desconocido,3377.0,4,No,17,3,4,1,7,5.0,2,4,3,0,2.0
42,No,rarely,research_&_development,13,3,medical,1803,2,Male,95,4,2,healthcare_representative,1.0,married,5538.0,5,No,18,3,3,2,10,2.0,2,0,0,0,0.0
35,No,rarely,research_&_development,2,2,medical,1804,2,Male,90,3,2,manufacturing_director,4.0,divorced,5762.0,2,No,14,3,3,1,15,6.0,3,7,7,1,7.0
38,No,non_travel,human_resources,2,3,human_resources,1805,1,Male,100,3,1,human_resources,2.0,divorced,2592.0,5,No,13,3,4,3,13,3.0,3,11,10,3,8.0
36,Yes,frequently,research_&_development,9,4,life_sciences,1807,4,Male,93,3,2,laboratory_technician,1.0,married,5346.0,4,No,17,3,3,1,11,3.0,2,7,1,0,7.0
37,Yes,rarely,research_&_development,10,4,medical,1809,4,Male,58,3,2,manufacturing_director,1.0,single,4213.0,1,No,15,3,2,0,10,4.0,1,10,3,0,8.0
39,No,frequently,sales,20,3,life_sciences,1812,3,Male,83,3,2,sales_executive,4.0,divorced,4127.0,2,No,18,3,4,1,7,6.0,3,2,1,2,2.0
43,No,non_travel,research_&_development,9,3,life_sciences,1813,1,Male,52,3,1,research_scientist,3.0,single,2438.0,4,No,13,3,3,0,7,3.0,2,3,2,1,2.0
41,No,rarely,research_&_development,5,3,life_sciences,1814,2,Male,85,4,2,healthcare_representative,3.0,single,6870.0,3,No,12,3,1,0,11,3.0,1,3,2,1,2.0
41,No,rarely,research_&_development,4,1,marketing,1815,3,Female,81,3,3,sales_executive,3.0,Desconocido,10447.0,0,Yes,13,3,4,1,23,3.0,4,22,14,13,5.0
30,No,rarely,research_&_development,10,3,medical,1816,1,Female,64,3,3,manufacturing_director,3.0,single,9667.0,9,No,14,3,2,0,9,3.0,3,7,7,0,2.0
26,Yes,rarely,human_resources,20,2,medical,1818,4,Female,69,3,1,human_resources,2.0,married,2148.0,0,Yes,11,3,3,0,6,3.0,3,5,1,1,4.0
46,Yes,rarely,research_&_development,21,2,medical,1821,4,Female,66,3,2,healthcare_representative,2.0,married,8926.0,4,No,22,4,4,1,13,2.0,4,9,7,3,7.0
40,No,rarely,research_&_development,1,3,life_sciences,1822,3,Female,52,3,2,healthcare_representative,4.0,divorced,6513.0,4,No,17,3,4,1,12,3.0,3,5,3,0,3.0
34,No,rarely,sales,8,2,technical_degree,1823,2,Male,92,4,2,sales_executive,3.0,Desconocido,6799.0,1,No,21,4,3,2,10,5.0,3,10,8,4,8.0
58,No,non_travel,sales,2,3,medical,1824,2,Male,52,3,4,manager,2.0,divorced,16291.0,4,No,22,4,4,1,37,0.0,2,16,9,14,14.0
35,No,rarely,research_&_development,23,4,medical,1826,2,Male,91,1,1,laboratory_technician,3.0,married,2705.0,0,No,16,3,2,1,6,2.0,4,5,4,0,3.0
47,No,rarely,research_&_development,4,3,life_sciences,1827,3,Female,92,2,3,manufacturing_director,2.0,divorced,10333.0,8,Yes,12,3,3,1,28,4.0,3,22,11,14,10.0
40,No,rarely,research_&_development,12,3,life_sciences,1829,2,Female,47,3,2,healthcare_representative,1.0,divorced,4448.0,2,No,12,3,2,1,15,3.0,3,7,4,7,7.0
